ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url
CB204755,2015 SUZUKI HUSTLER,SUZUKI,HUSTLER,2015/3,"113,300 km",660cc,CVT,Petrol,4,Location,,,,,/suzuki/hustler/cb204755/id/13262149/
CB204757,2015 SUZUKI HUSTLER,SUZUKI,HUSTLER,2015/3,"118,000 km",660cc,CVT,Petrol,4,Location,,,,,/suzuki/hustler/cb204757/id/13262151/
CB204758,2016 SUZUKI HUSTLER,SUZUKI,HUSTLER,2016/9,"37,000 km",660cc,MT,Petrol,4,Location,,,,,/suzuki/hustler/cb204758/id/13262152/
CB204759,2008 SUZUKI PALETTE,SUZUKI,PALETTE,2008/12,"82,000 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/palette/cb204759/id/13262153/
CB204760,2008 SUZUKI LAPIN,SUZUKI,LAPIN,2008/1,"86,373 km",,MT,Petrol,ASK,Location,,,,,/suzuki/lapin/cb204760/id/13262154/
CB204761,2004 SUZUKI WAGON R,SUZUKI,WAGON,2004/10,"123,000 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb204761/id/13262155/
CB204762,2004 SUZUKI WAGON R,SUZUKI,WAGON,2004/12,"28,000 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb204762/id/13262156/
CB204763,2012 SUZUKI WAGON R,SUZUKI,WAGON,2012/3,"100,000 km",660cc,CVT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb204763/id/13262157/
CB204764,2014 SUZUKI WAGON R,SUZUKI,WAGON,2014/2,"52,000 km",660cc,CVT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb204764/id/13262158/
CB204765,2009 SUZUKI WAGON R,SUZUKI,WAGON,2009/10,"69,000 km",660cc,CVT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb204765/id/13262159/
CB204767,2015 SUZUKI WAGON R,SUZUKI,WAGON,2015/2,"107,000 km",660cc,CVT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb204767/id/13262161/
CB204768,2007 SUZUKI WAGON R,SUZUKI,WAGON,2007,"65,300 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb204768/id/13262162/
CB204769,2006 SUZUKI WAGON R,SUZUKI,WAGON,2006,"28,300 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb204769/id/13262163/
CB204770,2008 SUZUKI WAGON R,SUZUKI,WAGON,2008/2,"128,300 km",650cc,CVT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb204770/id/13262164/
CB204771,2012 DAIHATSU ATRAI WAGON,DAIHATSU,ATRAI,2012/4,"144,000 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/atrai-wagon/cb204771/id/13262165/
CB204772,2006 DAIHATSU ATRAI WAGON,DAIHATSU,ATRAI,2006/6,"81,000 km",650cc,AT,Petrol,4,Location,,,,,/daihatsu/atrai-wagon/cb204772/id/13262166/
CB204773,2007 DAIHATSU ESSE,DAIHATSU,ESSE,2007/12,"48,000 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/esse/cb204773/id/13262167/
CB204774,2006 DAIHATSU SONICA,DAIHATSU,SONICA,2006/7,"135,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/sonica/cb204774/id/13262168/
CB204775,2011 DAIHATSU TANTO,DAIHATSU,TANTO,2011/2,"75,000 km",650cc,AT,Petrol,4,Location,,,,,/daihatsu/tanto/cb204775/id/13262169/
CB204776,2012 DAIHATSU TANTO,DAIHATSU,TANTO,2012/10,"122,800 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb204776/id/13262170/
CB204777,2015 DAIHATSU TANTO,DAIHATSU,TANTO,2015/2,"127,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb204777/id/13262171/
CB204778,2014 DAIHATSU TANTO,DAIHATSU,TANTO,2014/6,"158,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb204778/id/13262172/
CB204779,2018 DAIHATSU TANTO,DAIHATSU,TANTO,2018/10,"54,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb204779/id/13262173/
CB204780,2012 DAIHATSU TANTO,DAIHATSU,TANTO,2012/8,"63,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb204780/id/13262174/
CB204781,2020 DAIHATSU TANTO,DAIHATSU,TANTO,2020/7,"29,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb204781/id/13262175/
CB204782,2010 DAIHATSU HIJET TRUCK,DAIHATSU,HIJET,2010/2,"40,430 km",660cc,MT,Petrol,4,Location,,,,,/daihatsu/hijet-truck/cb204782/id/13262176/
CB204783,2017 DAIHATSU HIJET TRUCK,DAIHATSU,HIJET,2017/4,"111,000 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/hijet-truck/cb204783/id/13262177/
CB204784,2023 DAIHATSU HIJET TRUCK,DAIHATSU,HIJET,2023/12,"92,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/hijet-truck/cb204784/id/13262178/
CB204785,2014 DAIHATSU HIJET VAN,DAIHATSU,HIJET,2014/9,"155,270 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/hijet-van/cb204785/id/13262179/
CB204786,2017 DAIHATSU MIRA ES,DAIHATSU,MIRA,2017/11,"51,980 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/mira-es/cb204786/id/13262180/
CB204787,2017 DAIHATSU MIRA ES,DAIHATSU,MIRA,2017/12,"91,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/mira-es/cb204787/id/13262181/
CB204788,2017 DAIHATSU MIRA ES,DAIHATSU,MIRA,2017/9,"119,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/mira-es/cb204788/id/13262182/
CB204789,2013 DAIHATSU MIRA ES,DAIHATSU,MIRA,2013/3,"125,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/mira-es/cb204789/id/13262183/
CB204790,2020 DAIHATSU MIRA ES,DAIHATSU,MIRA,2020/8,"58,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/mira-es/cb204790/id/13262184/
CB204791,2010 DAIHATSU MIRA COCOA,DAIHATSU,MIRA,2010/9,"48,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/mira-cocoa/cb204791/id/13262185/
CB204792,2011 DAIHATSU MOVE,DAIHATSU,MOVE,2011/12,"82,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb204792/id/13262186/
CB204793,2013 DAIHATSU MOVE,DAIHATSU,MOVE,2013/9,"109,000 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb204793/id/13262187/
CB204795,2009 SUBARU SAMBAR,SUBARU,SAMBAR,2009/1,"150,000 km",,AT,Petrol,ASK,Location,,,,,/subaru/sambar/cb204795/id/13262189/
CB204796,2006 SUBARU STELLA,SUBARU,STELLA,2006/9,"114,000 km",660cc,CVT,Petrol,4,Location,,,,,/subaru/stella/cb204796/id/13262190/
CB204797,2008 MITSUBISHI EK WAGON,MITSUBISHI,EK,2008/10,"93,000 km",660cc,AT,Petrol,4,Location,,,,,/mitsubishi/ek-wagon/cb204797/id/13262191/
CB204798,2014 MITSUBISHI EK WAGON,MITSUBISHI,EK,2014/3,"47,000 km",660cc,CVT,Petrol,4,Location,,,,,/mitsubishi/ek-wagon/cb204798/id/13262192/
CB204799,2008 MITSUBISHI EK WAGON,MITSUBISHI,EK,2008/11,"76,000 km",660cc,AT,Petrol,4,Location,,,,,/mitsubishi/ek-wagon/cb204799/id/13262193/
CA833424,"2020 SUBARU FORESTER
                                 //",SUBARU,FORESTER,2020,"97,500 km","2,000cc",AT,Petrol,5,Location,,,,,/subaru/forester/ca833424/id/12922439/
CA463307,"2018 SUBARU FORESTER
                                 /SR///",SUBARU,FORESTER,2018,"139,600 km","2,000cc",AT,Petrol,5,Location,,,,,/subaru/forester/ca463307/id/12548727/
CA706738,"2019 SUBARU FORESTER
                                 /SR//",SUBARU,FORESTER,2019,"117,800 km","2,000cc",AT,Petrol,5,Location,,,,,/subaru/forester/ca706738/id/12795186/
CA873975,"2018 SUBARU FORESTER
                                 4WD/SR//",SUBARU,FORESTER,2018,"100,700 km","2,000cc",AT,Petrol,5,Location,,,,,/subaru/forester/ca873975/id/12963214/
CA927502,2017 SUBARU FORESTER,SUBARU,FORESTER,2017,"71,544 km","2,000cc",CVT,Petrol,5,Location,,,,,/subaru/forester/ca927502/id/13016437/
CA899212,"2023 LAND ROVER DEFENDER
                                 110S3.0LD3004WD",LAND,ROVER,2023,"53,200 km","3,000cc",AT,Hybrid(Diesel),5,Location,,,,,/land-rover/defender/ca899212/id/12988506/
CA649944,"2024 TOYOTA PIXIS VAN
                                 4WD9DA",TOYOTA,PIXIS,2024,"4,310 km",650cc,AT,Petrol,2,Location,,,,,/toyota/pixis-van/ca649944/id/12737513/
CA841312,"2008 DAIHATSU ATRAI WAGON
                                 660RS4WDBLUETOOTH",DAIHATSU,ATRAI,2008,"125,000 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/atrai-wagon/ca841312/id/12929874/
CB034559,2015 SUZUKI EVERY,SUZUKI,EVERY,2015/11,"149,900 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/every/cb034559/id/13090500/
CB034560,2014 SUZUKI LAPIN,SUZUKI,LAPIN,2014/11,"176,900 km",660cc,CVT,Petrol,4,Location,,,,,/suzuki/lapin/cb034560/id/13090501/
CA651064,2011 DAIHATSU MOVE,DAIHATSU,MOVE,2011/1,"154,200 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/move/ca651064/id/12738160/
CB034555,2011 HONDA LIFE,HONDA,LIFE,2011/11,"83,000 km",660cc,AT,Petrol,4,Location,,,,,/honda/life/cb034555/id/13090496/
CA848906,2011 HONDA ODYSSEY,HONDA,ODYSSEY,2011/7,"157,900 km","2,400cc",AT,Petrol,7,Location,,,,,/honda/odyssey/ca848906/id/12937908/
CB047520,2012 HONDA ODYSSEY,HONDA,ODYSSEY,2012/7,"166,400 km","2,400cc",CVT,Petrol,7,Location,,,,,/honda/odyssey/cb047520/id/13104332/
CB047523,2009 HONDA ODYSSEY,HONDA,ODYSSEY,2009/7,"116,900 km","2,400cc",AT,Petrol,7,Location,,,,,/honda/odyssey/cb047523/id/13104336/
CA651004,2013 TOYOTA PRIUS,TOYOTA,PRIUS,2013/9,"161,100 km","1,800cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/ca651004/id/12738067/
CA841487,2007 TOYOTA ESTIMA,TOYOTA,ESTIMA,2007/2,"44,600 km","2,400cc",CVT,Petrol,7,Location,,,,,/toyota/estima/ca841487/id/12930049/
CA841488,2012 TOYOTA PRIUS,TOYOTA,PRIUS,2012/9,"150,600 km","1,800cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/ca841488/id/12930050/
CA841489,2012 TOYOTA PRIUS,TOYOTA,PRIUS,2012/11,"180,900 km","1,800cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/ca841489/id/12930051/
CB204642,2008 CHRYSLER GRAND VOYAGER,CHRYSLER,GRAND,2008/6,"91,000 km","3,800cc",AT,Petrol,7,Location,,,,,/chrysler/grand-voyager/cb204642/id/13262036/
CB204643,2018 JEEP GRAND CHEROKEE,JEEP,GRAND,2018/11,"43,000 km","3,600cc",AT,Petrol,5,Location,,,,,/jeep/grand-cherokee/cb204643/id/13262037/
CB204644,2008 JEEP WRANGLER,JEEP,WRANGLER,2008/11,"135,000 km","3,800cc",AT,Petrol,2,Location,,,,,/jeep/wrangler/cb204644/id/13262038/
CB204645,2020 JEEP WRANGLER,JEEP,WRANGLER,2020/9,"73,000 km","3,600cc",AT,Petrol,5,Location,,,,,/jeep/wrangler/cb204645/id/13262039/
CB204646,2011 HONDA LIFE,HONDA,LIFE,2011/10,"94,400 km",660cc,AT,Petrol,4,Location,,,,,/honda/life/cb204646/id/13262040/
CB204647,2012 HONDA STEP WGN,HONDA,STEP,2012/11,"161,200 km","2,000cc",CVT,Petrol,7,Location,,,,,/honda/step-wgn/cb204647/id/13262041/
CB204648,2010 HONDA STEP WGN,HONDA,STEP,2010/12,"127,100 km","2,000cc",CVT,Petrol,8,Location,,,,,/honda/step-wgn/cb204648/id/13262042/
CB204649,2002 MITSUBISHI MINICAB VAN,MITSUBISHI,MINICAB,2002,"70,500 km",660cc,AT,Petrol,2,Location,,,,,/mitsubishi/minicab-van/cb204649/id/13262043/
CB204650,2010 DAIHATSU MOVE,DAIHATSU,MOVE,2010/12,"63,600 km",660cc,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb204650/id/13262044/
CB204651,2002 SUZUKI LAPIN,SUZUKI,LAPIN,2002/6,"12,800 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/lapin/cb204651/id/13262045/
CB058051,2021 DAIHATSU HIJET CARGO,DAIHATSU,HIJET,2021,"79,190 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/hijet-cargo/cb058051/id/13115149/
CA650995,2018 LAND ROVER RANGE ROVER,LAND,ROVER,2018/7,"95,000 km","3,000cc",AT,Petrol,5,Location,,,,,/land-rover/range-rover/ca650995/id/12738058/
BY853739,2010 JAGUAR XJ SERIES,JAGUAR,XJ,2010/3,"112,800 km","4,999cc",AT,Petrol,5,Location,,,,,/jaguar/xj-series/by853739/id/12005799/
CA808439,2016 AUDI Q7,AUDI,Q7,2016/10,"82,000 km","3,000cc",AT,Petrol,5,Location,,,,,/audi/q7/ca808439/id/12897197/
CA910099,2010 BMW 5 SERIES,BMW,5,2010/11,"78,300 km","2,490cc",AT,Petrol,5,Location,,,,,/bmw/5-series/ca910099/id/12999566/
CB022075,2014 BMW 3 SERIES,BMW,3,2014/9,"101,199 km","2,000cc",AT,Diesel,5,Location,,,,,/bmw/3-series/cb022075/id/13078589/
CB022347,2015 BMW 3 SERIES,BMW,3,2015/12,"98,000 km","2,000cc",AT,Diesel,5,Location,,,,,/bmw/3-series/cb022347/id/13078862/
CA320747,2012 BMW 1 SERIES,BMW,1,2012/5,"58,100 km","1,600cc",AT,Petrol,5,Location,,,,,/bmw/1-series/ca320747/id/12404503/
CB112012,2010 VOLKSWAGEN GOLF VARIANT,VOLKSWAGEN,GOLF,2010/7,"79,450 km","1,400cc",AT,Petrol,5,Location,,,,,/volkswagen/golf-variant/cb112012/id/13169194/
CB099649,1994 MERCEDES-BENZ S-CLASS,MERCEDES-BENZ,S-CLASS,1994/9,"61,600 km","4,970cc",AT,Petrol,2,Location,,,,,/mercedes-benz/s-class/cb099649/id/13156439/
CA692479,2004 MERCEDES-BENZ E-CLASS,MERCEDES-BENZ,E-CLASS,2004/11,"161,000 km","3,200cc",AT,Petrol,5,Location,,,,,/mercedes-benz/e-class/ca692479/id/12779447/
CB034498,2017 MERCEDES-BENZ E-CLASS,MERCEDES-BENZ,E-CLASS,2017/9,"85,800 km","1,949cc",AT,Diesel,5,Location,,,,,/mercedes-benz/e-class/cb034498/id/13090439/
CB034497,2015 MERCEDES-BENZ C-CLASS,MERCEDES-BENZ,C-CLASS,2015/3,"91,500 km","2,000cc",AT,Petrol,5,Location,,,,,/mercedes-benz/c-class/cb034497/id/13090438/
BY886838,2013 MERCEDES-BENZ G-CLASS,MERCEDES-BENZ,G-CLASS,2013/5,"64,500 km","5,500cc",AT,Petrol,5,Location,,,,,/mercedes-benz/g-class/by886838/id/12038557/
CA058737,2012 BMW X1,BMW,X1,2012/8,"47,000 km","2,000cc",AT,Petrol,5,Location,,,,,/bmw/x1/ca058737/id/12141084/
CA833857,2018 BMW X1,BMW,X1,2018/3,"89,200 km","1,995cc",AT,Diesel,5,Location,,,,,/bmw/x1/ca833857/id/12922872/
CB088205,1999 NISSAN SILVIA,NISSAN,SILVIA,1999/2,"200,000 km","2,000cc",MT,Petrol,4,Location,,,,,/nissan/silvia/cb088205/id/13145122/
CB090613,2000 NISSAN SILVIA,NISSAN,SILVIA,2000/12,"70,353 km","2,000cc",MT,Petrol,4,Location,,,,,/nissan/silvia/cb090613/id/13147897/
BX661832,1987 NISSAN CARAVAN COACH,NISSAN,CARAVAN,1987/11,"84,000 km","2,660cc",MT,Diesel,5,Location,,,,,/nissan/caravan-coach/bx661832/id/10887640/
BY181511,2015 NISSAN AD VAN,NISSAN,AD,2015/2,"14,100 km","1,500cc",AT,Petrol,5,Location,,,,,/nissan/ad-van/by181511/id/11327568/
CA769143,2019 NISSAN AD VAN,NISSAN,AD,2019/9,"100,770 km","1,500cc",CVT,Petrol,5,Location,,,,,/nissan/ad-van/ca769143/id/12857617/
CA769152,2018 NISSAN AD VAN,NISSAN,AD,2018/7,"101,100 km","1,500cc",CVT,Petrol,5,Location,,,,,/nissan/ad-van/ca769152/id/12857626/
CB047540,1989 NISSAN AD VAN,NISSAN,AD,1989/8,"114,850 km","1,500cc",CVT,Petrol,5,Location,,,,,/nissan/ad-van/cb047540/id/13104360/
CB047541,2019 NISSAN AD VAN,NISSAN,AD,2019/10,"107,150 km","1,600cc",AT,Petrol,5,Location,,,,,/nissan/ad-van/cb047541/id/13104361/
CA058713,2007 MITSUBISHI DELICA D5,MITSUBISHI,DELICA,2007/3,"158,400 km","2,400cc",AT,Petrol,8,Location,,,,,/mitsubishi/delica-d5/ca058713/id/12141060/
CA358167,2015 MAZDA ATENZA,MAZDA,ATENZA,2015/6,"157,000 km","2,200cc",AT,Diesel,5,Location,,,,,/mazda/atenza/ca358167/id/12442778/
CB099599,2012 MAZDA CX-5,MAZDA,CX-5,2012/6,"135,512 km","2,200cc",AT,Diesel,5,Location,,,,,/mazda/cx-5/cb099599/id/13156371/
CA617831,2003 HONDA VAMOS,HONDA,VAMOS,2003/3,"98,548 km",660cc,AT,Petrol,4,Location,,,,,/honda/vamos/ca617831/id/12704770/
CA650929,1991 HONDA BEAT,HONDA,BEAT,1991,"160,000 km",,MT,Petrol,2,Location,,,,,/honda/beat/ca650929/id/12737975/
CB088185,2005 HONDA VAMOS,HONDA,VAMOS,2005/2,"169,700 km",660cc,AT,Petrol,5,Location,,,,,/honda/vamos/cb088185/id/13145102/
CA919668,2015 HONDA S660,HONDA,S660,2015/7,"190,200 km",660cc,MT,Petrol,2,Location,,,,,/honda/s660/ca919668/id/13008553/
CB034460,2010 HONDA CR-Z,HONDA,CR-Z,2010/3,"100,700 km","1,500cc",CVT,Hybrid(Petrol),4,Location,,,,,/honda/cr-z/cb034460/id/13090401/
CA670865,2019 DAIHATSU HIJET TRUCK,DAIHATSU,HIJET,2019/3,"136,000 km",660cc,MT,Petrol,2,Location,,,,,/daihatsu/hijet-truck/ca670865/id/12758083/
CB034456,2003 DAIHATSU COPEN,DAIHATSU,COPEN,2003/1,"68,900 km",660cc,MT,Petrol,2,Location,,,,,/daihatsu/copen/cb034456/id/13090397/
CA939663,2014 SUBARU LEVORG,SUBARU,LEVORG,2014/9,"120,000 km","1,600cc",CVT,Petrol,5,Location,,,,,/subaru/levorg/ca939663/id/13029749/
CA822333,2008 SUBARU IMPREZA,SUBARU,IMPREZA,2008/9,"173,236 km","2,000cc",MT,Petrol,5,Location,,,,,/subaru/impreza/ca822333/id/12911741/
CA919629,2010 SUBARU IMPREZA,SUBARU,IMPREZA,2010/11,"35,330 km","2,000cc",AT,Petrol,5,Location,,,,,/subaru/impreza/ca919629/id/13008514/
CB204563,"2015 BMW X1
                                 X1 SDRIVE20I LED NAV",BMW,X1,2015/11,"50,767 km","1,998cc",AT,Petrol,4,Location,,,,,/bmw/x1/cb204563/id/13261957/
CA769636,2010 ISUZU ELF TRUCK,ISUZU,ELF,2010,"363,500 km",,AT,Diesel,3,Location,,,,,/isuzu/elf-truck/ca769636/id/12858143/
CB047552,2006 ISUZU ELF TRUCK,ISUZU,ELF,2006/3,"226,000 km","3,050cc",MT,Diesel,6,Location,,,,,/isuzu/elf-truck/cb047552/id/13104388/
CA631848,2013 LEXUS IS,LEXUS,IS,2013/10,"88,000 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/is/ca631848/id/12718287/
CB034445,2008 TOYOTA VELLFIRE,TOYOTA,VELLFIRE,2008/10,"127,000 km","2,400cc",CVT,Petrol,7,Location,,,,,/toyota/vellfire/cb034445/id/13090386/
CA367080,2009 TOYOTA RUSH,TOYOTA,RUSH,2009/10,"131,442 km","1,495cc",MT,Petrol,5,Location,,,,,/toyota/rush/ca367080/id/12451656/
BY647034,"2025 NISSAN FAIRLADY Z
                                 3.0NISMOLED",NISSAN,FAIRLADY,2025,421 km,"3,000cc",AT,Petrol,2,Location,,,,,/nissan/fairlady-z/by647034/id/11796722/
CB204554,"2015 KIA SPORTAGE
                                 SPORTAGE 2.0(A)",KIA,SPORTAGE,2015/10,"56,000 km","1,999cc",AT,Petrol,4,Location,,,,,/kia/sportage/cb204554/id/13261948/
CB179678,2025 HONDA VEZEL,HONDA,VEZEL,2025,6 km,"1,500cc",CVT,Petrol,5,Location,,,,,/honda/vezel/cb179678/id/13237116/
CA380797,"2018 HONDA VEZEL
                                 Z8",HONDA,VEZEL,2018,"26,888 km","1,500cc",AT,Petrol,5,Location,,,,,/honda/vezel/ca380797/id/12465560/
CA841230,2021 HONDA VEZEL,HONDA,VEZEL,2021,"52,100 km","1,500cc",AT,Petrol,5,Location,,,,,/honda/vezel/ca841230/id/12929792/
CA280279,2000 TOYOTA MARK II,TOYOTA,MARK,2000/1,"38,650 km","1,980cc",AT,Petrol,5,Location,,,,,/toyota/mark-ii/ca280279/id/12364275/
CB204504,"2016 BMW X6
                                 X6 XDRIVE35I SR LED NAV HUD",BMW,X6,2016/3,"53,000 km","2,979cc",AT,Petrol,4,Location,,,,,/bmw/x6/cb204504/id/13261898/
CA820060,"2010 HONDA ELYSION
                                 2.4SHDD",HONDA,ELYSION,2010,"111,440 km","2,400cc",AT,Petrol,7,Location,,,,,/honda/elysion/ca820060/id/12908636/
CB002190,2011 TOYOTA HIACE VAN,TOYOTA,HIACE,2011/11,"288,500 km","3,000cc",AT,Diesel,5,Location,,,,,/toyota/hiace-van/cb002190/id/13059098/
BY666614,2004 TOYOTA CELSIOR,TOYOTA,CELSIOR,2004/4,"132,000 km","4,300cc",AT,Petrol,5,Location,,,,,/toyota/celsior/by666614/id/11817325/
CB204460,"2015 MINI COOPER
                                 COOPER S 5DR FWD LED ABS NAV",MINI,COOPER,2015/12,"55,000 km","1,998cc",AT,Petrol,4,Location,,,,,/mini/cooper/cb204460/id/13261854/
BY869056,2016 TOYOTA ESQUIRE,TOYOTA,ESQUIRE,2016/9,"150,200 km","2,000cc",CVT,Petrol,7,Location,,,,,/toyota/esquire/by869056/id/12021593/
CB047573,2009 TOYOTA WISH,TOYOTA,WISH,2009/6,"169,500 km","2,000cc",CVT,Petrol,6,Location,,,,,/toyota/wish/cb047573/id/13104428/
CA662648,2009 TOYOTA ALPHARD,TOYOTA,ALPHARD,2009/1,"164,900 km","2,400cc",CVT,Petrol,7,Location,,,,,/toyota/alphard/ca662648/id/12750046/
CB204447,2012 TOYOTA AQUA,TOYOTA,AQUA,2012/12,"24,000 km","1,500cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/aqua/cb204447/id/13261841/
CB204448,2014 TOYOTA AQUA,TOYOTA,AQUA,2014/3,"72,000 km","1,500cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/aqua/cb204448/id/13261842/
CB204449,2024 TOYOTA ALPHARD,TOYOTA,ALPHARD,2024/1,"16,000 km","2,500cc",CVT,Petrol,7,Location,,,,,/toyota/alphard/cb204449/id/13261843/
CB204450,2014 TOYOTA ESQUIRE,TOYOTA,ESQUIRE,2014/12,"51,000 km","2,000cc",CVT,Petrol,8,Location,,,,,/toyota/esquire/cb204450/id/13261844/
CB204451,2022 TOYOTA CAMRY,TOYOTA,CAMRY,2022/11,"22,000 km","2,500cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/camry/cb204451/id/13261845/
CB204452,2021 TOYOTA COROLLA FIELDER,TOYOTA,COROLLA,2021/7,"29,000 km","1,500cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/corolla-fielder/cb204452/id/13261846/
CB204453,1970 TOYOTA CROWN,TOYOTA,CROWN,1970,"59,060 km","2,000cc",Unspecified,Petrol,6,Location,,,,,/toyota/crown/cb204453/id/13261847/
CB204454,2013 TOYOTA CROWN ATHLETE SERIES,TOYOTA,CROWN,2013/11,"147,000 km","2,500cc",CVT,Hybrid(Petrol),5,Location,,,,,/toyota/crown-athlete-series/cb204454/id/13261848/
CB204455,2002 TOYOTA CROWN ATHLETE SERIES,TOYOTA,CROWN,2002/12,"143,000 km","2,500cc",AT,Petrol,5,Location,,,,,/toyota/crown-athlete-series/cb204455/id/13261849/
CB204456,2000 TOYOTA CROWN ATHLETE SERIES,TOYOTA,CROWN,2000/8,"107,000 km","2,500cc",AT,Petrol,5,Location,,,,,/toyota/crown-athlete-series/cb204456/id/13261850/
CB204457,2001 TOYOTA CROWN MAJESTA,TOYOTA,CROWN,2001/9,"137,363 km",,AT,Petrol,ASK,Location,,,,,/toyota/crown-majesta/cb204457/id/13261851/
CB204458,1996 TOYOTA CROWN MAJESTA,TOYOTA,CROWN,1996/1,"108,000 km","3,000cc",AT,Petrol,5,Location,,,,,/toyota/crown-majesta/cb204458/id/13261852/
CB204459,1997 TOYOTA CROWN MAJESTA,TOYOTA,CROWN,1997/11,"113,000 km","3,000cc",AT,Petrol,5,Location,,,,,/toyota/crown-majesta/cb204459/id/13261853/
CB204465,1998 TOYOTA CELSIOR,TOYOTA,CELSIOR,1998/12,"70,000 km","4,000cc",AT,Petrol,5,Location,,,,,/toyota/celsior/cb204465/id/13261859/
CB204466,2005 TOYOTA CENTURY,TOYOTA,CENTURY,2005/5,"171,000 km","4,990cc",AT,Petrol,5,Location,,,,,/toyota/century/cb204466/id/13261860/
CB204467,1992 TOYOTA CHASER,TOYOTA,CHASER,1992/6,"100,426 km","2,000cc",MT,Petrol,5,Location,,,,,/toyota/chaser/cb204467/id/13261861/
CB204468,1991 TOYOTA CHASER,TOYOTA,CHASER,1991/5,"54,000 km","2,000cc",AT,Petrol,5,Location,,,,,/toyota/chaser/cb204468/id/13261862/
CB204469,2020 TOYOTA HIACE VAN,TOYOTA,HIACE,2020/11,"43,000 km","2,000cc",AT,Petrol,6,Location,,,,,/toyota/hiace-van/cb204469/id/13261863/
CB204470,2023 TOYOTA HIACE VAN,TOYOTA,HIACE,2023/3,"24,000 km","2,000cc",AT,Petrol,5,Location,,,,,/toyota/hiace-van/cb204470/id/13261864/
CB204471,2025 TOYOTA HIACE VAN,TOYOTA,HIACE,2025/9,10 km,"2,000cc",AT,Petrol,5,Location,,,,,/toyota/hiace-van/cb204471/id/13261865/
CB204472,2020 TOYOTA HIACE VAN,TOYOTA,HIACE,2020/7,"121,000 km","2,800cc",AT,Diesel,5,Location,,,,,/toyota/hiace-van/cb204472/id/13261866/
CB204473,2022 TOYOTA HIACE VAN,TOYOTA,HIACE,2022/9,"53,000 km","2,800cc",AT,Diesel,5,Location,,,,,/toyota/hiace-van/cb204473/id/13261867/
CB204474,2025 TOYOTA HIACE VAN,TOYOTA,HIACE,2025/10,10 km,"2,800cc",AT,Diesel,5,Location,,,,,/toyota/hiace-van/cb204474/id/13261868/
CB204475,2016 TOYOTA HIACE VAN,TOYOTA,HIACE,2016/1,"95,000 km","2,000cc",AT,Petrol,5,Location,,,,,/toyota/hiace-van/cb204475/id/13261869/
